,human_genes,mouse_genes,mouse_read,mouse_inhuman,chick_genes,chick_read,chick_inhuman,mouse_CAPSON,macaque_genes,macaque_inchick,macaque_inhuman,macaque_inmouse
8788,RPS6KB2,Rps6kb2,True,True,RPS6KB2,True,True,RPS6KB2,RPS6KB2,,,
8789,RPS6KC1,Rps6kc1,True,True,RPS6KC1,True,True,RPS6KC1,RPS6KC1,,,
8790,RPS6KL1,Rps6kl1,True,True,RPS6KL1,True,True,RPS6KL1,RPS6KL1,,,
8792,RPS8,Rps8,True,True,RPS8,True,True,RPS8,RPS8,,,
8794,RPTOR,Rptor,True,True,RPTOR,True,True,RPTOR,RPTOR,,,
8795,RPUSD1,Rpusd1,True,True,RPUSD1,True,True,RPUSD1,RPUSD1,,,
8796,RPUSD2,Rpusd2,True,True,RPUSD2,True,True,RPUSD2,RPUSD2,,,
8797,RPUSD4,Rpusd4,True,True,RPUSD4,True,True,RPUSD4,RPUSD4,,,
8798,RRAD,Rrad,True,True,RRAD,True,True,RRAD,RRAD,,,
8799,RRAGC,Rragc,True,True,RRAGC,True,True,RRAGC,RRAGC,,,
8800,RRAGD,Rragd,True,True,RRAGD,True,True,RRAGD,RRAGD,,,
8801,RRAS2,Rras2,True,True,RRAS,True,True,RRAS2,RRAS,,,
8802,RRBP1,Rrbp1,True,True,RRBP1,True,True,RRBP1,RRBP1,,,
8803,RREB1,Rreb1,True,True,RREB1,True,True,RREB1,RREB1,,,
8804,RRH,Rrh,True,True,RRH,True,True,RRH,RRH,,,
8805,RRM1,Rrm1,True,True,RRM1,True,True,RRM1,RRM1,,,
8806,RRM2,Rrm2,True,True,RRM2,True,True,RRM2,RRM2,,,
8807,RRM2B,Rrm2b,True,True,RRM2B,True,True,RRM2B,RRM2B,,,
8808,RRN3,Rrn3,True,True,RRN3,True,True,RRN3,RRN3,,,
8809,RRP12,Rrp12,True,True,RRP12,True,True,RRP12,RRP12,,,
8811,RRP1B,Rrp1b,True,True,RRP1B,True,True,RRP1B,RRP1B,,,
8813,RRP9,Rrp9,True,True,RRP9,True,True,RRP9,RRP9,,,
8814,RRS1,Rrs1,True,True,RRS1,True,True,RRS1,RRS1,,,
8816,RSAD2,Rsad2,True,True,RSAD2,True,True,RSAD2,RSAD2,,,
8817,RSBN1,Rsbn1,True,True,RSBN1,True,True,RSBN1,RSBN1,,,
8818,RSBN1L,Rsbn1l,True,True,RSBN1L,True,True,RSBN1L,RSBN1L,,,
8819,RSF1,Rsf1,True,True,RSF1,True,True,RSF1,RSF1,,,
8822,RSPH1,Rsph1,True,True,RSPH1,True,True,RSPH1,RSPH1,,,
8826,RSPH9,Rsph9,True,True,RSPH9,True,True,RSPH9,RSPH9,,,
8827,RSPO1,Rspo1,True,True,RSPO1,True,True,RSPO1,RSPO1,,,
8828,RSPO2,Rspo2,True,True,RSPO2,True,True,RSPO2,RSPO2,,,
8829,RSPO3,Rspo3,True,True,RSPO3,True,True,RSPO3,RSPO3,,,
8830,RSPRY1,Rspry1,True,True,RSPRY1,True,True,RSPRY1,RSPRY1,,,
8831,RSRC1,Rsrc1,True,True,RSRC1,True,True,RSRC1,RSRC1,,,
8832,RSRC2,Rsrc2,True,True,RSRC2,True,True,RSRC2,RSRC2,,,
8835,RTBDN,Rtbdn,True,True,RBP,True,True,RTBDN,RTBDN,,,
8836,RTCA,Rtca,True,True,RTCA,True,True,RTCA,RTCA,,,
8837,RTCB,Rtcb,True,True,RTCB,True,True,RTCB,RTCB,,,
8838,RTF1,Rtf1,True,True,RTF1,True,True,RTF1,RTF1,,,
8840,RTKN,Rtkn,True,True,RTKN,True,True,RTKN,RTKN,,,
8841,RTKN2,Rtkn2,True,True,RTKN2,True,True,RTKN2,RTKN2,,,
8842,RTN1,Rtn1,True,True,RTN1,True,True,RTN1,RTN1,,,
8844,RTN4IP1,Rtn4ip1,True,True,RTN4IP1,True,True,RTN4IP1,RTN4IP1,,,
8845,RTN4R,Rtn4r,True,True,RTN4R,True,True,RTN4R,RTN4R,,,
8847,RTTN,Rttn,True,True,RTTN,True,True,RTTN,RTTN,,,
8850,RUFY1,Rufy1,True,True,RUFY1,True,True,RUFY1,RUFY1,,,
8851,RUFY3,Rufy3,True,True,RUFY3,True,True,RUFY3,RUFY3,,,
8852,RUNDC1,Rundc1,True,True,RUNDC1,True,True,RUNDC1,RUNDC1,,,
8854,RUNDC3B,Rundc3b,True,True,RUNDC3B,True,True,RUNDC3B,RUNDC3B,,,
8855,RUNX1,Runx1,True,True,RUNX1,True,True,RUNX1,RUNX1,,,
8856,RUNX1T1,Runx1t1,True,True,RUNX1T1,True,True,RUNX1T1,RUNX1T1,,,
8857,RUNX2,Runx2,True,True,RUNX2,True,True,RUNX2,RUNX2,,,
8858,RUNX3,Runx3,True,True,RUNX3,True,True,RUNX3,RUNX3,,,
8859,RUSC1,Rusc1,True,True,RUSC1,True,True,RUSC1,RUSC1,,,
8860,RUSC2,Rusc2,True,True,RUSC2,True,True,RUSC2,RUSC2,,,
8861,RUVBL1,Ruvbl1,True,True,RUVBL1,True,True,RUVBL1,RUVBL1,,,
8862,RUVBL2,Ruvbl2,True,True,RUVBL2,True,True,RUVBL2,RUVBL2,,,
8863,RWDD1,Rwdd1,True,True,RWDD1,True,True,RWDD1,RWDD1,,,
8864,RWDD2A,Rwdd2a,True,True,RWDD2A,True,True,RWDD2A,RWDD2A,,,
8865,RWDD2B,Rwdd2b,True,True,RWDD2B,True,True,RWDD2B,RWDD2B,,,
8866,RWDD3,Rwdd3,True,True,RWDD3,True,True,RWDD3,RWDD3,,,
8867,RWDD4,Rwdd4a,True,True,RWDD4,True,True,RWDD4A,RWDD4,,,
8868,RXFP1,Rxfp1,True,True,RXFP1,True,True,RXFP1,RXFP1,,,
8871,RXYLT1,Rxylt1,True,True,TMEM5,True,True,RXYLT1,TMEM5,,,
8874,RYR2,Ryr2,True,True,RYR2,True,True,RYR2,RYR2,,,
8875,RYR3,Ryr3,True,True,RYR3,True,True,RYR3,RYR3,,,
8877,S100A10,S100a10,True,True,S100A10,True,True,S100A10,S100A10,,,
8879,S100A13,S100a13,True,True,S100A13,True,True,S100A13,S100A13,,,
8880,S100A16,S100a16,True,True,S100A16,True,True,S100A16,S100A16,,,
8881,S100A4,S100a4,True,True,S100A4,True,True,S100A4,S100A4,,,
8882,S100A6,S100a6,True,True,S100A6,True,True,S100A6,S100A6,,,
8884,S100Z,S100z,True,True,S100Z,True,True,S100Z,S100Z,,,
8885,S1PR1,S1pr1,True,True,S1PR1,True,True,S1PR1,S1PR1,,,
8886,S1PR2,S1pr2,True,True,S1PR2,True,True,S1PR2,S1PR2,,,
8887,S1PR3,S1pr3,True,True,S1PR3,True,True,S1PR3,S1PR3,,,
8888,S1PR4,S1pr4,True,True,S1PR4,True,True,S1PR4,S1PR4,,,
8890,SACM1L,Sacm1l,True,True,SACM1L,True,True,SACM1L,SACM1L,,,
8891,SACS,Sacs,True,True,SACS,True,True,SACS,SACS,,,
8893,SAG,Sag,True,True,SAG,True,True,SAG,SAG,,,
8894,SALL1,Sall1,True,True,SALL1,True,True,SALL1,SALL1,,,
8895,SALL3,Sall3,True,True,SALL3,True,True,SALL3,SALL3,,,
8896,SALL4,Sall4,True,True,SALL4,True,True,SALL4,SALL4,,,
8897,SAMD10,Samd10,True,True,SAMD10,True,True,SAMD10,SAMD10,,,
8898,SAMD11,Samd11,True,True,SAMD11,True,True,SAMD11,SAMD11,,,
8899,SAMD12,Samd12,True,True,SAMD12,True,True,SAMD12,SAMD12,,,
8900,SAMD13,Samd13,True,True,THAP10,True,True,SAMD13,THAP10,,,
8901,SAMD14,Samd14,True,True,SAMD14,True,True,SAMD14,SAMD14,,,
8902,SAMD4A,Samd4,True,True,SAMD4A,True,True,SAMD4,SAMD4A,,,
8903,SAMD4B,Samd4b,True,True,SAMD4B,True,True,SAMD4B,SAMD4B,,,
8904,SAMD5,Samd5,True,True,SAMD5,True,True,SAMD5,SAMD5,,,
8905,SAMD7,Samd7,True,True,SAMD7,True,True,SAMD7,SAMD7,,,
8906,SAMD8,Samd8,True,True,SAMD8,True,True,SAMD8,SAMD8,,,
8907,SAMHD1,Samhd1,True,True,SAMHD1,True,True,SAMHD1,SAMHD1,,,
8909,SAMSN1,Samsn1,True,True,SAMSN1,True,True,SAMSN1,SAMSN1,,,
8910,SAP130,Sap130,True,True,SAP130,True,True,SAP130,SAP130,,,
8912,SAP30,Sap30,True,True,SAP30,True,True,SAP30,SAP30,,,
8913,SAP30BP,Sap30bp,True,True,SAP30BP,True,True,SAP30BP,SAP30BP,,,
8914,SAP30L,Sap30l,True,True,SAP30L,True,True,SAP30L,SAP30L,,,
8915,SAPCD2,Sapcd2,True,True,SAPCD2,True,True,SAPCD2,SAPCD2,,,
8916,SAR1A,Sar1a,True,True,SAR1A,True,True,SAR1A,SAR1A,,,
8917,SAR1B,Sar1b,True,True,SAR1B,True,True,SAR1B,SAR1B,,,
8919,SARDH,Sardh,True,True,SARDH,True,True,SARDH,SARDH,,,
8922,SASH1,Sash1,True,True,SASH1,True,True,SASH1,SASH1,,,
8923,SASH3,Sash3,True,True,SASH3,True,True,SASH3,SASH3,,,
8924,SASS6,Sass6,True,True,SASS6,True,True,SASS6,SASS6,,,
8925,SAT1,Sat1,True,True,SAT1,True,True,SAT1,SAT1,,,
8926,SATB1,Satb1,True,True,SATB1,True,True,SATB1,SATB1,,,
8927,SATB2,Satb2,True,True,SATB2,True,True,SATB2,SATB2,,,
8931,SBDS,Sbds,True,True,SBDS,True,True,SBDS,SBDS,,,
8932,SBF1,Sbf1,True,True,SBF1,True,True,SBF1,SBF1,,,
8933,SBF2,Sbf2,True,True,SBF2,True,True,SBF2,SBF2,,,
8934,SBK1,Sbk1,True,True,SBK1,True,True,SBK1,SBK1,,,
8935,SBK2,Sbk2,True,True,SBK2,True,True,SBK2,SBK2,,,
8937,SBNO2,Sbno2,True,True,SBNO2,True,True,SBNO2,SBNO2,,,
8938,SBSPON,Sbspon,True,True,SBSPON,True,True,SBSPON,SBSPON,,,
8940,SCAF11,Scaf11,True,True,SCAF11,True,True,SCAF11,SCAF11,,,
8941,SCAF4,Scaf4,True,True,SCAF4,True,True,SCAF4,SCAF4,,,
8943,SCAI,Scai,True,True,SCAI,True,True,SCAI,SCAI,,,
8944,SCAMP1,Scamp1,True,True,SCAMP1,True,True,SCAMP1,SCAMP1,,,
8945,SCAMP2,Scamp2,True,True,SCAMP2,True,True,SCAMP2,SCAMP2,,,
8946,SCAMP5,Scamp5,True,True,SCAMP5,True,True,SCAMP5,SCAMP5,,,
8947,SCAP,Scap,True,True,SCAP,True,True,SCAP,SCAP,,,
8949,SCARA5,Scara5,True,True,SCARA5,True,True,SCARA5,SCARA5,,,
8950,SCARB1,Scarb1,True,True,SCARB1,True,True,SCARB1,SCARB1,,,
8952,SCARF2,Scarf2,True,True,SCARF2,True,True,SCARF2,SCARF2,,,
8961,SCG2,Scg2,True,True,SCG2,True,True,SCG2,SCG2,,,
8963,SCG5,Scg5,True,True,SCG5,True,True,SCG5,SCG5,,,
8964,SCGN,Scgn,True,True,SCGN,True,True,SCGN,SCGN,,,
8965,SCIN,Scin,True,True,SCIN,True,True,SCIN,SCIN,,,
8966,SCLT1,Sclt1,True,True,SCLT1,True,True,SCLT1,SCLT1,,,
8967,SCLY,Scly,True,True,SCLY,True,True,SCLY,SCLY,,,
8969,SCML2,Scml2,True,True,SCML2,True,True,SCML2,SCML2,,,
8970,SCN10A,Scn10a,True,True,SCN11A,True,True,SCN10A,SCN11A,,,
8973,SCN2A,Scn2a,True,True,SCN2A,True,True,SCN2A,SCN2A,,,
8974,SCN2B,Scn2b,True,True,SCN2B,True,True,SCN2B,SCN2B,,,
8975,SCN3A,Scn3a,True,True,SCN3A,True,True,SCN3A,SCN3A,,,
8976,SCN3B,Scn3b,True,True,SCN3B,True,True,SCN3B,SCN3B,,,
8977,SCN4A,Scn4a,True,True,SCN4A,True,True,SCN4A,SCN4A,,,
8978,SCN4B,Scn4b,True,True,SCN4B,True,True,SCN4B,SCN4B,,,
8979,SCN5A,Scn5a,True,True,SCN5A,False,True,SCN5A,SCN5A,,,
8980,SCN8A,Scn8a,True,True,SCN8A,True,True,SCN8A,SCN8A,,,
8981,SCN9A,Scn9a,True,True,SCN9A,False,True,SCN9A,SCN9A,,,
8982,SCNM1,Scnm1,True,True,SCNM1,True,True,SCNM1,SCNM1,,,
8983,SCNN1A,Scnn1a,True,True,SCNN1A,True,True,SCNN1A,SCNN1A,,,
8984,SCNN1B,Scnn1b,True,True,SCNN1B,True,True,SCNN1B,SCNN1B,,,
8985,SCNN1G,Scnn1g,True,True,SCNN1G,True,True,SCNN1G,SCNN1G,,,
8988,SCOC,Scoc,True,True,SCOC,True,True,SCOC,SCOC,,,
8989,SCP2,Scp2,True,True,SCP2,True,True,SCP2,SCP2,,,
8990,SCPEP1,Scpep1,True,True,SCPEP1,True,True,SCPEP1,SCPEP1,,,
8992,SCRN1,Scrn1,True,True,SCRN1,True,True,SCRN1,SCRN1,,,
8993,SCRN2,Scrn2,True,True,SCRN2,True,True,SCRN2,SCRN2,,,
8994,SCRN3,Scrn3,True,True,SCRN3,True,True,SCRN3,SCRN3,,,
8995,SCRT1,Scrt1,True,True,SCRT1,True,True,SCRT1,SCRT1,,,
8996,SCRT2,Scrt2,True,True,SCRT2,True,True,SCRT2,SCRT2,,,
8998,SCTR,Sctr,True,True,SCTR,True,True,SCTR,SCTR,,,
8999,SCUBE1,Scube1,True,True,SCUBE1,True,True,SCUBE1,SCUBE1,,,
9000,SCUBE2,Scube2,True,True,SCUBE2,True,True,SCUBE2,SCUBE2,,,
9001,SCUBE3,Scube3,True,True,SCUBE3,True,True,SCUBE3,SCUBE3,,,
9004,SCYL3,Scyl3,True,True,SCYL3,True,True,SCYL3,SCYL3,,,
9005,SDAD1,Sdad1,True,True,SDAD1,True,True,SDAD1,SDAD1,,,
9006,SDC1,Sdc1,True,True,SDC1,True,True,SDC1,SDC1,,,
9008,SDC3,Sdc3,True,True,SDC3,True,True,SDC3,SDC3,,,
9010,SDCBP,Sdcbp,True,True,SDCBP,True,True,SDCBP,SDCBP,,,
9011,SDCBP2,Sdcbp2,True,True,SDCBP2,True,True,SDCBP2,SDCBP2,,,
9012,SDE2,Sde2,True,True,SDE2,True,True,SDE2,SDE2,,,
9013,SDF2,Sdf2,True,True,SDF2,True,True,SDF2,SDF2,,,
9014,SDF2L1,Sdf2l1,True,True,SDF2L1,True,True,SDF2L1,SDF2L1,,,
9015,SDF4,Sdf4,True,True,SDF4,True,True,SDF4,SDF4,,,
9017,SDHAF2,Sdhaf2,True,True,SDHAF2,True,True,SDHAF2,SDHAF2,,,
9020,SDHC,Sdhc,True,True,SDHC,True,True,SDHC,SDHC,,,
9021,SDHD,Sdhd,True,True,SDHD,True,True,SDHD,SDHD,,,
9022,SDK1,Sdk1,True,True,SDK1,True,True,SDK1,SDK1,,,
9023,SDK2,Sdk2,True,True,SDK2,True,True,SDK2,SDK2,,,
9025,SDR42E1,Sdr42e1,True,True,SDR42E1,True,True,SDR42E1,SDR42E1,,,
9026,SDSL,Sdsl,True,True,SDSL,True,True,SDSL,SDSL,,,
9027,SEC11A,Sec11a,True,True,SEC11A,True,True,SEC11A,SEC11A,,,
9028,SEC11C,Sec11c,True,True,SEC11C,True,True,SEC11C,SEC11C,,,
9029,SEC13,Sec13,True,True,SEC13,True,True,SEC13,SEC13,,,
9031,SEC14L5,Sec14l5,True,True,SEC14L5,True,True,SEC14L5,SEC14L5,,,
9032,SEC16A,Sec16a,True,True,SEC16A,True,True,SEC16A,SEC16A,,,
9033,SEC22A,Sec22a,True,True,SEC22A,True,True,SEC22A,SEC22A,,,
9035,SEC22C,Sec22c,True,True,SEC22C,True,True,SEC22C,SEC22C,,,
9036,SEC23A,Sec23a,True,True,SEC23A,True,True,SEC23A,SEC23A,,,
9037,SEC23B,Sec23b,True,True,SEC23B,True,True,SEC23B,SEC23B,,,
9038,SEC23IP,Sec23ip,True,True,SEC23IP,True,True,SEC23IP,SEC23IP,,,
9039,SEC24A,Sec24a,True,True,SEC24A,True,True,SEC24A,SEC24A,,,
9040,SEC24B,Sec24b,True,True,SEC24B,True,True,SEC24B,SEC24B,,,
9041,SEC24D,Sec24d,True,True,SEC24D,True,True,SEC24D,SEC24D,,,
9042,SEC31A,Sec31a,True,True,SEC31A,True,True,SEC31A,SEC31A,,,
9043,SEC31B,Sec31b,True,True,SEC31B,True,True,SEC31B,SEC31B,,,
9044,SEC61A1,Sec61a1,True,True,SEC61A1,True,True,SEC61A1,SEC61A1,,,
9045,SEC61A2,Sec61a2,True,True,SEC61A2,True,True,SEC61A2,SEC61A2,,,
9046,SEC61B,Sec61b,True,True,SEC61B,True,True,SEC61B,SEC61B,,,
9047,SEC61G,Sec61g,True,True,SEC61G,True,True,SEC61G,SEC61G,,,
9048,SEC62,Sec62,True,True,SEC62,True,True,SEC62,SEC62,,,
9049,SEC63,Sec63,True,True,SEC63,True,True,SEC63,SEC63,,,
9051,SECISBP2L,Secisbp2l,True,True,SECISBP2L,True,True,SECISBP2L,SECISBP2L,,,
9052,SEH1L,Seh1l,True,True,SEH1L,True,True,SEH1L,SEH1L,,,
9054,SEL1L3,Sel1l3,True,True,SEL1L3,True,True,SEL1L3,SEL1L3,,,
9055,SELENBP1,Selenbp1,True,True,SELENBP1,True,True,SELENBP1,SELENBP1,,,
9065,SEMA3A,Sema3a,True,True,SEMA3A,True,True,SEMA3A,SEMA3A,,,
9066,SEMA3B,Sema3b,True,True,SEMA3B,True,True,SEMA3B,SEMA3B,,,
9067,SEMA3C,Sema3c,True,True,SEMA3C,True,True,SEMA3C,SEMA3C,,,
9068,SEMA3D,Sema3d,True,True,SEMA3D,True,True,SEMA3D,SEMA3D,,,
9069,SEMA3E,Sema3e,True,True,SEMA3E,True,True,SEMA3E,SEMA3E,,,
9070,SEMA3F,Sema3f,True,True,SEMA3F,True,True,SEMA3F,SEMA3F,,,
9071,SEMA3G,Sema3g,True,True,SEMA3G,True,True,SEMA3G,SEMA3G,,,
9072,SEMA4B,Sema4b,True,True,SEMA4B,True,True,SEMA4B,SEMA4B,,,
9073,SEMA4C,Sema4c,True,True,SEMA4C,True,True,SEMA4C,SEMA4C,,,
9074,SEMA4D,Sema4d,True,True,SEMA4D,True,True,SEMA4D,SEMA4D,,,
9075,SEMA4G,Sema4g,True,True,SEMA4G,True,True,SEMA4G,SEMA4G,,,
9076,SEMA5A,Sema5a,True,True,SEMA5A,True,True,SEMA5A,SEMA5A,,,
9077,SEMA5B,Sema5b,True,True,SEMA5B,True,True,SEMA5B,SEMA5B,,,
9078,SEMA6A,Sema6a,True,True,SEMA6A,True,True,SEMA6A,SEMA6A,,,
9079,SEMA6B,Sema6b,True,True,SEMA6B,True,True,SEMA6B,SEMA6B,,,
9080,SEMA6C,Sema6c,True,True,SEMA6C,True,True,SEMA6C,SEMA6C,,,
9081,SEMA6D,Sema6d,True,True,SEMA6D,True,True,SEMA6D,SEMA6D,,,
9082,SEMA7A,Sema7a,True,True,SEMA7A,True,True,SEMA7A,SEMA7A,,,
9083,SENP1,Senp1,True,True,SENP1,True,True,SENP1,SENP1,,,
9084,SENP2,Senp2,True,True,SENP2,True,True,SENP2,SENP2,,,
9085,SENP5,Senp5,True,True,SENP5,True,True,SENP5,SENP5,,,
9087,SENP7,Senp7,True,True,SENP7,True,True,SENP7,SENP7,,,
9088,SENP8,Senp8,True,True,SENP8,True,True,SENP8,SENP8,,,
9089,SEPHS1,Sephs1,True,True,SEPHS2L,True,True,SEPHS1,SEPHS1,,,
9090,SEPSECS,Sepsecs,True,True,SEPSECS,True,True,SEPSECS,SEPSECS,,,
9091,SERAC1,Serac1,True,True,SERAC1,True,True,SERAC1,SERAC1,,,
9093,SERGEF,Sergef,True,True,SERGEF,True,True,SERGEF,SERGEF,,,
9094,SERINC1,Serinc1,True,True,SERINC1,True,True,SERINC1,SERINC1,,,
9095,SERINC2,Serinc2,True,True,SERINC2,True,True,SERINC2,SERINC2,,,
9098,SERINC5,Serinc5,True,True,SERINC5,True,True,SERINC5,SERINC5,,,
9099,SERP1,Serp1,True,True,SERP1,True,True,SERP1,SERP1,,,
9100,SERPINA10,Serpina10,True,True,SERPINA10,True,True,SERPINA10,SERPINA10,,,
9104,SERPINB11,Serpinb11,True,True,SERPINB11,True,True,SERPINB11,SERPINB11,,,
9105,SERPINB5,Serpinb5,True,True,SERPINB5,True,True,SERPINB5,SERPINB5,,,
9106,SERPINB8,Serpinb8,True,True,SERPINB6,True,True,SERPINB8,SERPINB8,,,
9107,SERPINC1,Serpinc1,True,True,SERPINC1,True,True,SERPINC1,SERPINC1,,,
9108,SERPIND1,Serpind1,True,True,SERPIND1,True,True,SERPIND1,SERPIND1,,,
9109,SERPINE2,Serpine2,True,True,SERPINE2,True,True,SERPINE2,SERPINE2,,,
9110,SERPINE3,Serpine3,True,True,SERPINE3,True,True,SERPINE3,SERPINE3,,,
9111,SERPINF1,Serpinf1,True,True,SERPINF1,True,True,SERPINF1,SERPINF1,,,
9112,SERPINF2,Serpinf2,True,True,SERPINF2,True,True,SERPINF2,SERPINF2,,,
9113,SERPINH1,Serpinh1,True,True,SERPINH1,True,True,SERPINH1,SERPINH1,,,
9115,SERTAD2,Sertad2,True,True,SERTAD2,True,True,SERTAD2,SERTAD2,,,
9116,SERTAD4,Sertad4,True,True,SERTAD4,True,True,SERTAD4,SERTAD4,,,
9117,SERTM1,Sertm1,True,True,SERTM1,True,True,SERTM1,SERTM1,,,
9122,SET,Set,True,True,SET,True,True,SET,SET,,,
9123,SETBP1,Setbp1,True,True,SETBP1,True,True,SETBP1,SETBP1,,,
9124,SETD1B,Setd1b,True,True,SETD1A,True,True,SETD1B,SETD1A,,,
9125,SETD2,Setd2,True,True,SETD2,True,True,SETD2,SETD2,,,
9126,SETD3,Setd3,True,True,SETD3,True,True,SETD3,SETD3,,,
9127,SETD4,Setd4,True,True,SETD4,True,True,SETD4,SETD4,,,
9128,SETD5,Setd5,True,True,SETD5,True,True,SETD5,SETD5,,,
9129,SETD7,Setd7,True,True,SETD7,True,True,SETD7,SETD7,,,
9130,SETDB1,Setdb1,True,True,SETDB1,True,True,SETDB1,SETDB1,,,
9131,SETDB2,Setdb2,True,True,SETDB2,True,True,SETDB2,SETDB2,,,
9134,SEZ6L,Sez6l,True,True,SEZ6L,True,True,SEZ6L,SEZ6L,,,
9135,SF3A1,Sf3a1,True,True,SF3A1,True,True,SF3A1,SF3A1,,,
9136,SF3A2,Sf3a2,True,True,SF3A2,True,True,SF3A2,SF3A2,,,
9138,SF3B1,Sf3b1,True,True,SF3B1,True,True,SF3B1,SF3B1,,,
9139,SF3B3,Sf3b3,True,True,SF3B3,True,True,SF3B3,SF3B3,,,
9140,SF3B4,Sf3b4,True,True,SF3B4,True,True,SF3B4,SF3B4,,,
9141,SF3B5,Sf3b5,True,True,SF3B5,True,True,SF3B5,SF3B5,,,
9143,SFI1,Sfi1,True,True,SFI1,True,True,SFI1,SFI1,,,
9144,SFMBT1,Sfmbt1,True,True,SFMBT1,True,True,SFMBT1,SFMBT1,,,
9145,SFMBT2,Sfmbt2,True,True,SFMBT2,True,True,SFMBT2,SFMBT2,,,
9146,SFN,Sfn,True,True,SFN,True,True,SFN,SFN,,,
9148,SFR1,Sfr1,True,True,SFR1,True,True,SFR1,SFR1,,,
9149,SFRP1,Sfrp1,True,True,SFRP1,True,True,SFRP1,SFRP1,,,
9150,SFRP2,Sfrp2,True,True,SFRP2,True,True,SFRP2,SFRP2,,,
9151,SFRP4,Sfrp4,True,True,SFRP4,True,True,SFRP4,SFRP4,,,
9152,SFRP5,Sfrp5,True,True,SFRP5,True,True,SFRP5,SFRP5,,,
9153,SFSWAP,Sfswap,True,True,SFSWAP,True,True,SFSWAP,SFSWAP,,,
9155,SFT2D1,Sft2d1,True,True,SFT2D1,True,True,SFT2D1,SFT2D1,,,
9156,SFT2D2,Sft2d2,True,True,SFT2D2,True,True,SFT2D2,SFT2D2,,,
9157,SFT2D3,Sft2d3,True,True,SFT2D3,True,True,SFT2D3,SFT2D3,,,
9159,SFXN1,Sfxn1,True,True,SFXN1,True,True,SFXN1,SFXN1,,,
9160,SFXN2,Sfxn2,True,True,SFXN2,True,True,SFXN2,SFXN2,,,
9161,SFXN3,Sfxn3,True,True,SFXN3,True,True,SFXN3,SFXN3,,,
9162,SFXN4,Sfxn4,True,True,SFXN4,True,True,SFXN4,SFXN4,,,
9163,SFXN5,Sfxn5,True,True,SFXN5,True,True,SFXN5,SFXN5,,,
9164,SGCA,Sgca,True,True,SGCA,False,True,SGCA,SGCA,,,
9165,SGCB,Sgcb,True,True,SGCB,True,True,SGCB,SGCB,,,
9166,SGCD,Sgcd,True,True,SGCD,True,True,SGCD,SGCD,,,
9167,SGCE,Sgce,True,True,SGCE,True,True,SGCE,SGCE,,,
9168,SGCG,Sgcg,True,True,SGCG,True,True,SGCG,SGCG,,,
9169,SGCZ,Sgcz,True,True,SGCZ,True,True,SGCZ,SGCZ,,,
9171,SGIP1,Sgip1,True,True,SGIP1,True,True,SGIP1,SGIP1,,,
9172,SGK1,Sgk1,True,True,SGK1,True,True,SGK1,SGK1,,,
9173,SGK2,Sgk2,True,True,SGK2,True,True,SGK2,SGK2,,,
9174,SGMS1,Sgms1,True,True,SGMS1,True,True,SGMS1,SGMS1,,,
9175,SGMS2,Sgms2,True,True,SGMS2,True,True,SGMS2,SGMS2,,,
9177,SGPL1,Sgpl1,True,True,SGPL1,True,True,SGPL1,SGPL1,,,
9178,SGPP1,Sgpp1,True,True,SGPP1,True,True,SGPP1,SGPP1,,,
9179,SGPP2,Sgpp2,True,True,SGPP2,True,True,SGPP2,SGPP2,,,
9180,SGSH,Sgsh,True,True,SGSH,True,True,SGSH,SGSH,,,
9181,SGSM1,Sgsm1,True,True,SGSM1,True,True,SGSM1,SGSM1,,,
9182,SGSM2,Sgsm2,True,True,TNFAIP1,True,True,SGSM2,TNFAIP1,,,
9183,SGSM3,Sgsm3,True,True,SGSM3,True,True,SGSM3,SGSM3,,,
9184,SGTA,Sgta,True,True,SGTA,True,True,SGTA,SGTA,,,
9185,SGTB,Sgtb,True,True,SGTB,True,True,SGTB,SGTB,,,
9186,SH2B3,Sh2b3,True,True,SH2B3,True,True,SH2B3,SH2B3,,,
9187,SH2D1A,Sh2d1a,True,True,SH2D1A,True,True,SH2D1A,SH2D1A,,,
9190,SH2D3C,Sh2d3c,True,True,SH2D3C,True,True,SH2D3C,SH2D3C,,,
9191,SH2D4A,Sh2d4a,True,True,SH2D4A,True,True,SH2D4A,SH2D4A,,,
9192,SH2D4B,Sh2d4b,True,True,SH2D4B,True,True,SH2D4B,SH2D4B,,,
9193,SH2D5,Sh2d5,True,True,SH2D5,True,True,SH2D5,SH2D5,,,
9194,SH3BGRL,Sh3bgrl,True,True,SH3BGRL,True,True,SH3BGRL,SH3BGRL,,,
9195,SH3BGRL2,Sh3bgrl2,True,True,SH3BGRL2,True,True,SH3BGRL2,SH3BGRL2,,,
9196,SH3BGRL3,Sh3bgrl3,True,True,SH3BGRL3,True,True,SH3BGRL3,SH3BGRL3,,,
9197,SH3BP2,Sh3bp2,True,True,SH3BP2,True,True,SH3BP2,SH3BP2,,,
9198,SH3BP4,Sh3bp4,True,True,SH3BP4,True,True,SH3BP4,SH3BP4,,,
9199,SH3BP5,Sh3bp5,True,True,SH3BP5,True,True,SH3BP5,SH3BP5,,,
9201,SH3GL1,Sh3gl1,True,True,SH3GL1,True,True,SH3GL1,SH3GL1,,,
9202,SH3GL2,Sh3gl2,True,True,SH3GL2,False,True,SH3GL2,SH3GL2,,,
